id,content,lang
257,"Tools down one side nonke
PutSouthAfricansFirst 
OperationDudula ",en
258,"You know what is funny Prof  The same people you and Eusebius are defending today will burn you to death in their home countries for your sexuality
CyrilRamaphosamustgo PhalaPhalaGate Julius Malema Motsoaledi Jessie Duarte OperationDudula PutSouthAficansFirst ",en
259,Sahlupheka ngenxa ye  having no electricity for almost  days          Tladi Moletsane amp Zola residents are being sabotaged as this is not a load shedding,en
260,Nhlanhla Lux must Dudula these ones also yho  Bedfordview ,zu
261,  I didnt say that go to the police station homie with those illegal foreigners and open a case  police will then deport them Guys lets use our common sense lets all direct this to ANC Government to do their Job Yes i see nami we have a crisis of immigration,en
262,  Where did you hear Julius saying illegal immigrants must come to unite in South Africa Malema is saying we need to unite as Africans and stop Black hate Whats wrong with uniting as Africans,en
263,  Which people are classified as foreigners in South Africa,en
264, you failed the country honestly  I hope god sees you  of the country is unemployed rape increased  corruption is high foreigners owns  of the shops and telling us we unless but you promise us youll change the country Feels like its the end of the world ,en
265,The nd Politician after   to evict illegal foreigners in    of  Years  not illegal foreigners employing     OnsBaizanie OperationDudula PutSouthAfricansFirst  ,en
266,  Very ,en
267,   badudulana bodwa manje ,zu
268,  How will all these visits help solve the issues we as a country currently experiencing Increasing Youth Unemployment rate Loadshedding Illegal immigrants Crime  including PhalaPhalaFarmGate Fuel and Oil increase Frauds Poor Education System IMF and World Bank loan etc,en
269,   This was posted on Twitter by a Twitter account same as Africa facts zone and them News articles are saying the opposite though The Moroccan police murdered those immigrants,en
270,The countries that we supply electricity do they experience LOADSHEDDING Botswana Lesotho Mozambique eSwatini Zimbabwe do they experience such are we the sacrificial lamb for neighboring countries not that im hating Loadshedding EskomGauteng OperationDudula,en
271,  I like that,en
272,Still crushing on  Commaders morning  ,en
273,  I doubt this is south Africa,en
274,   What a shame It absolutely insane that a litre of fuel will be R and the  expensive rate of  electricity The key drivers of the economy Theres speeches every year quarter of the year and still no change  instead it is getting worse,en
275, If we close borders and do mass deportations of all illegal foreigners we will avoid all these things,en
276,  Matome Bruh Stop it you gonna make me spill my coffee Broh from failing to even win one ward to taking  over the whole country from mil voters to mil voters  Even if you let foreigners vote still you wont reach mil,en
277,EFF plans to open the flood gates of our borders and adopt millions of illegal immigrants Not sure what economy you gonna get from that ,en
278,   What is sickening with these foreigners is that the fongkong stuff is bring to sold to us black people they dont buy or drink this rubbish The ANC and the EFF are quiet even when when the evidence is before them,en
279,If you want to disrupt a people use your resources amp agencies to give them something else to focus on Increase the cost of living drive communities into a riot We see you    the people will rise   commanders MORNING ,en
280, Whatever you were saying was not in the best interest of Africans,en
281,The Limpopo boko haram trio are illegally foreigners with South African affiliated names and surnames,en
282,Now we have illegal foreigners living under the same conditions making the situation worse ,en
283,Im so impressed with  right now Good job comrade ,en
284,South Africans this is the time to stand up amd take back our country OperationDudula ,en
285, Set up minimum wage and not policing it is one reason South African are being sidelined With a lot of influx of illegal immigrants companies chose them over us,en
286,Why do EFF leaders have passports Dont they use creative ways to get into other countries If not then why are they calling on illegal unverted immigrants from war torn countries  who might by the way be terrorists to find their way into South Africa any how possible,en
287,Another Zimbabwean stubbed and killed a security officer last night for helping a lady that they were robbing at Hillbrow Mabahambe OperationDudula,en
288,  Bheki Cele and farmers are both to be blamed for this mess ANC government allowed borders to be opened and farmers employ the illegal immigrants of which its a crime to employ an illegal person in the country,en
289,EnoughIsEnough EnoughIsEnough ama are planning to build their own Savannah borehole since water is becoming insufficient No no Ndebeles from Zimbabwe can stay for now but Shonas and other illegal immigrants can leave nowyho Ngeke ,en
290, Its a vn by a man with a Zimbabwean Shona accent saying whats in the article and more Saying they are armed with untraceable guns that came through a NW border now on the way to JHB Claiming coloureds will help repeatedly calling SA idiots Calling foreigners to kill SAns,en
291,   SANDF mum for decades  Hyenas decomissioned our highly secured electric border fence  years later SAns suffer  Million unemployment  Million illegal foreigners human trafficking disease  drug amp food biochemical warfare  Operationdudula PutSouthAfricansFirst  ,en
292, your led government failed the people of SA and you continue to feed us to the foreigners These people will fight to the death They will not want to go back to poverty because you provided safe heaven for them Yall bunch of idiots Fuck yall Va nwaku ,en
293,"For USA to be where its today it had a slogan America for Americans
Our success lies on our love to each hence whether foreigners leave or notwont have any effect on usWe are failures bcos others are still seen as apartheid spies even today No love among SAans ",en
294,SANDF borderline employees are very rich because of bribes they receive from illegal immigrants  You guys are useless ,en
295,To have such number of illegal immigrants inside the country is evident enough we dont have SANDF,en
296,          Finally someone is doing something about these illegal immigrants syndicates using kids to emotionally blackmail motorists ,unknown
297,    Wena criminologist youre Next to be highjacked by foreigners,en
298,Rich people will never support the rule of law when it comes to immigrants and border control cause those foreigners are the new slaves Low wages poor conditions and treatment cannot involve police cause they fear depotation etc,unknown
299,Votsek     your problem is one you hired lot of foreigners that dont poses critical skills we are saying votsek media  VoetsekSAMedia,en
300,                 of the population was employed Today  of the youth is unemployed and foreigners are running the country because of the liberation movement,unknown
301,"Lesotho doesnt have crowded immigrants no illegal informal settlements with illegal connection all neighboring countriess people are in S AFRICA and Eskom is not the main problem

The main problem is over populated S AFRICA ",unknown
302, Under ANC government everything is possible its a free country for all criminals of the world supported by SAHRC and other political parties like EFF PutSouthAfricansFirst OperationDudula HumanRights ,en
303,   Amandla kuleyo ndawo fighters,unknown
304,"
You must have Justifiable purpose of travel Proof of sufficient financial resources for the visit  Compliance with other entry requirements for each country you will visit or transit NOT LIKE THESE ILLEGAL FOREIGNERS WHO COME HERE EMPTY HANDED ",en
305,  Hi Jenny WhatsApp email your complaint to OperationDudula National General Secretary Zandile Dabula on    or zandiledcom as we long laid ignored complaints on ByLaws amp OHS transgressions by illegal foreigners to     ,unknown
