id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
205,"Happening Elsewhere : Dudula Movement leader Nhlanhla Lux  delivering his remarks at the event to remember the six year old who fell into a manhole three weeks ago in Soweto.

KhayalethuMagadla 
 ",0,0,0,0,0,0
206,"Operation Dudula members in Durban want refugee and asylum organisations to stop assisting foreign nationals.

On Thursday, about 20 members of Dudula marched to the Diakonia Centre building to hand over a memorandum of demands.
OperationDudula
 ",0,0,0,0,0,0
207,"Operation Dudula is at the Diakonia Centre in Durban. 

They are staging a protest against foreign nationals. 

The centre is home to NGOs such as Refugee Social Services, Black Sash and Lawyers for Human Rights and others. eNCA ",0,0,0,0,0,0
208,"A fly by night human rights activist who keeps scores of underpaid illegal immigrants in his employ cannot tell a veteran activist about human rights either, even if the latter is failing or perceived to be failing. Talking down to black people in that manner is racist too. ",0,0,0,0,0,0
209,Zimbabweans must listen n  be sensible to concerns of others Black SA will not have African immigrant slavery  cheap labour laws nor will it allow exploitation of black bodied persons we don't care from which country they come from There is dignity in working the land go work ,1,0,0,0,0,0
210,"Get yourself a reliable 2/4 Plates Gas Stove. 

Courier Available. 
Whatsapp: 

dingaan thobela | South Africans | BABALWA | Kelvin Momo | Sithelo | Midrand | Funani | Gigi | Bheki Cele | Trevor | Portia | The ANC | PastorWantsAWife | OperationDudula ",0,0,0,0,0,0
211,Why they have to compete with foreigners? ,0,0,0,0,0,0
212,Where do we report suspected illegal immigrants? There are many developing hotspots in Alberton. Add suspected illegal electricity connection. White people running away as neighbourhood is increasingly bought by foreigners.  ,1,0,0,0,0,0
213,Millions of rands that's why they are quite about the influx of immigrants in the country ,1,0,0,0,0,0
214,"  An immigrant chooses where and when to migrate or go back home, can be legal or illegal irrespective of their skills or their documents or laws of the host country. An asylum seeker is refugee who's forced to run for protection from danger and cannot return to their home country.",0,0,0,0,0,0
215, Where in? 😃,0,0,0,0,0,0
216, Illegal immigrants doing as they please.,1,0,0,0,0,0
217,"   Eish, who said what?",0,0,0,0,0,0
218,"South Africa is a lawless country
PutSouthAfricaFirst
OperationDudula
Zimbabweans
  ",1,0,0,0,0,0
219,"Soweto parlament ✊
Put South Africa first 🇿🇦 
 ",0,0,0,0,0,0
220," a low life MF. 18:00pm power is cut off eSenaone, Kanjani and why we all don’t know 😏😡. How the hack does the switcher get this wrong … how ?    ",0,0,0,0,0,0
221," He was helping his brothers in, he’s a foreigner himself, what did you expect 🤷🏾‍♀️? Why do you employ foreigners , what scarce skill is needed at Home Affairs ! ",1,0,0,0,0,0
222,              ,0,0,0,0,0,0
223,What do illegal foreigners do for a living ?,0,0,0,0,0,0
224,  Le dlala ka Mabone/Electricity yet many Sowetans  do not pay,0,0,0,0,0,0
225,Samuel Bulime Mubire alias Amon Ruben Kajumba from Kampala Uganda and Kenya he is a scammer I was recently threatened by his friends to be vigilant because I am exposing him I will rather die for warning my south African sisters than to be scammed by this peasants of foreigners. ,1,0,0,0,0,0
226,"I believe the headless voters are enjoying everything happening in our country
High petrol price
Loadshedding stage 6
High influx of immigrants
High unemployed S Africans
Drugs
Tarvens everywhere
Human trafficking
Cable thieves
All thanks to damn  voters ",1,0,0,0,0,0
227," Whaaat ! 😳😳😳😳Nay’ imihlolo isehlela bo ! 
PutSouthAfricaFirst 
OperationDudula 
Onsbaizanie",1,0,0,0,0,0
228," Plse pay Bills, so many lights on",0,0,0,0,0,0
229,   Incase u miss nigga ,0,0,0,0,0,0
230, why do you only employ foreign nationals at your Jean crossing store? We've 40% unemployment in South Africa for christ sake 🤦🏾‍♂️OperationDudula SorryJacobZuma NationalShutdown Electricity Ronaldo and Chelsea Ramaphosamustfall,1,0,0,0,0,0
231,  Even Anc won't touch illegal immigrants ku Nini sifuna umhlaba ,1,0,0,0,0,0
232,Its time SA'n take charge of SA to prevent the cost of living from ever increasing. Our so called labour movements and political parties have failed. The leades are busy securing the bag at the expense of the citizens and the poor.   ,0,0,0,0,0,0
233,Without the buy in of TUT Students/EFF/OperationDudula/SANTACO/KZN Looters just forget about NationalShutdown,0,0,0,0,0,0
234," These illegal traders and illegal foreigners sit nicely and watch our elected government officials walk past them , they have no sense of fear or shame!",1,0,0,0,0,0
235,The problem in SA we study degrees that useless we complian about the unemployment we have foreigners in top positions because they have skills more qualified,0,0,0,0,0,0
236,"  Foreigners are here at your invitation Mr. President Drug syndicates have identified SA as a lucrative business hub for drugs and their target is our youth. Stop playing lip service, sort out the immigrationcrisis now !",1,0,0,0,0,0
237,A Malawian takes this job then he he he operation dudula ,0,0,0,0,0,0
238,  Or he can simply employ foreigners. Everyone is happy.,0,0,0,0,0,0
239,"  We love Nhlanhla Lux, get over it.",0,0,0,0,0,0
240, Fascist  failed dismally in 2017 holding   to account on collapsed  Hospitals  exposed during COVID-19 Outbreak. Now they gaslighting on   Illegal Foreigners burden exposé 🙄 PutSouthAfricansFirst 🇿🇦 ,0,0,0,0,0,0
241," Overpopulated by illegal immigrants, infrastructure is deteriorating, Crime is high, Drugs are sold daylight by Nigerians, Human Trafficking &amp; Prostitution, Car Hijackings are abnormal high, Unemployed extremely high, Playground for Criminals of the world and Useless government ",1,0,0,0,0,0
242,Network providers r failing us. Illegal immigrants r having phones,1,0,0,0,0,0
243,"Barita Minnie GogoSkhotheni mk is kill us PhalaPhalaGateFarm CyrilRamaphosamustgo OperationDudula 
Water in house seriously ",0,0,0,0,0,0
244, I'm so nice to Zimbabweans and other foreigners😩😩 ,0,0,0,0,0,0
245,"I was so happy to see a clean Park Station
OperationDudula 
PutSouthAfricansFirst ",0,0,0,0,0,0
246,"Honestly speaking OperationDudula  &amp; PutSouthAficansFirst movements started way back in 2008...

We just didn't have a name or Twitter to scream our cries, 14 long KWERE  fcuken years.! 

VoetsekANC &amp; offspring Malema 🖕🏾🖕🏾 ",0,0,0,0,0,0
247,"  I'm not putting you in i talking for me and those who love S AFRICA
PutSouthAfricansFirst
OperationDudula 
We get hurt when we see our country get destroyed wena don't even reply on my tweet bcs you are not affected",1,0,0,0,0,0
248,Then immigrants must remain in their countries to frustrate these white trillionaires. The solution is very simple ,1,0,0,0,0,0
249,South Africans our beloved country is gone to illegal foreigners     sold it to. Join Patriots as OperationDudula PutSouthAfricansFirst in reclaming it! CitizensArrest      ,1,0,0,0,0,0
250,"They are ganging up to destroy S AFRICA
OperationDudula 
PutSouthAfricansFirst ",1,0,0,0,0,0
251," These are the consequences of those who continue removing and stealing municipal manholes, destroying our infrastructure plus the future of our young future leaders. I'm so sorry your little life was cut so early, RIP young man OperationDudula PutSouthAficansFirst VoetsekANC",0,0,0,0,0,0
252,"Have you ever get sick and go to a government health Cares system

If you stay behind the high walls just shut up bcs you don't know what kind of a burden caused by the influx of foreigners did to the poor S Africans ",1,0,0,0,0,0
253,    Gayton and Herman.. Not Malema,0,0,0,0,0,0
254, Is in Garankuwa extension 33 Tsunami in Molefe Makinta Highway. Foreigners and building warehouse in the main road disturbing the traffic but nothing is being done about it also using illegal connections. ,1,0,0,0,0,0
255,"   A well, we’ll see about that. We heading towards a time of uncontrollable chaos, where anything Zimbabwean’s gonna go… The more you and your NGOs undermine us, the more this becomes a reality, permit or no permit !
OperationDudula 
PutSouthAficansFirst 
onsbaizanie ",1,0,0,0,0,0
256,I really always like to ask why Many of All Black Leaders Like To suffer the Black people &amp; the foreigners why what’ is wrong with LoadsheddingStage6 The whole Johannesburg CBD market are running a Generator Fix this Before it get Worse Eskom Tpainofmabo 🦍,0,0,0,0,0,0
257,"Tools down one side nonke
PutSouthAfricansFirst 
OperationDudula ",0,0,0,0,0,0
258,"You know what is funny Prof?  The same people you and Eusebius are defending today will burn you to death in their home countries for your sexuality.
CyrilRamaphosamustgo PhalaPhalaGate Julius Malema Motsoaledi Jessie Duarte OperationDudula PutSouthAficansFirst ",1,0,0,0,0,0
259,"Sahlupheka ngenxa ye  having no electricity for almost 4 days 😭         Tladi, Moletsane &amp; Zola residents are being sabotaged as this is not a load shedding.",0,0,0,0,0,0
260,Nhlanhla Lux must Dudula these ones also... yho! @ Bedfordview ,1,0,0,0,0,0
261,"  I didn't say that, go to the police station homie with those illegal foreigners and open a case.  police will then deport them. Guys lets use our common sense, lets all direct this to ANC Government to do their Job. Yes i see nami we have a crisis of immigration",0,0,0,0,0,0
262,  Where did you hear Julius saying illegal immigrants must come to unite in South Africa? Malema is saying we need to unite as Africans and stop Black hate. Whats wrong with uniting as Africans?,0,0,0,0,0,0
263,  Which people are classified as foreigners in South Africa?,0,0,0,0,0,0
264," you failed the country honestly . I hope god sees you. 90% of the country is unemployed, rape increased , corruption is high, foreigners owns 50% of the shops and telling us we unless but you promise us youll change the country. Feels like its the end of the world ",1,0,0,0,0,0
265,The 2nd Politician after   to evict illegal foreigners in    of 26 Years : not illegal foreigners employing    🤬. OnsBaizanie OperationDudula PutSouthAfricansFirst 🇿🇦 ,1,0,0,0,0,0
266,  Very 😂😂,0,0,0,0,0,0
267,  🤣🤣🤣 badudulana bodwa manje 🤣,0,0,0,0,0,0
268,"  How will all these visits help solve the issues we as a country currently experiencing? Increasing Youth Unemployment rate, Loadshedding, Illegal immigrants, Crime  including PhalaPhalaFarmGate, Fuel and Oil increase, Frauds, Poor Education System, IMF and World Bank loan, etc??",0,0,0,0,0,0
269,   This was posted on Twitter by a Twitter account same as Africa facts zone and them. News articles are saying the opposite though. The Moroccan police murdered those immigrants.,0,0,0,0,0,0
270,"The countries that we supply electricity do they experience LOADSHEDDING Botswana, Lesotho, Mozambique, eSwatini, Zimbabwe do they experience such are we the sacrificial lamb for neighboring countries not that im hating Loadshedding EskomGauteng OperationDudula",0,0,0,0,0,0
271,  I like that...,0,0,0,0,0,0
272,Still crushing on  'Commaders morning' 😍💝😍💝 ,0,0,0,0,0,0
273,  I doubt this is south Africa,0,0,0,0,0,0
274,   What a shame. It absolutely insane that a litre of fuel will be R25 and the  expensive rate of  electricity. The key drivers of the economy. There's speeches every year/ quarter of the year and still no change  instead it is getting worse.,0,0,0,0,0,0
275, If we close borders and do mass deportations of all illegal foreigners we will avoid all these things.,1,0,0,0,0,0
276,  🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣Matome Bruh Stop it you gonna make me spill my coffee Broh from failing to even win one ward to taking  over the whole country from 1mil voters to 11mil voters ? Even if you let foreigners vote still you won’t reach 9mil,0,0,0,0,0,0
277,EFF plans to open the flood gates of our borders and adopt millions of illegal immigrants. Not sure what economy you gonna get from that. ,0,0,0,0,0,0
278,"   What is sickening with these foreigners is that the fongkong stuff is bring to sold to us black people, they don't buy or drink this rubbish. The ANC and the EFF are quiet even when when the evidence is before them.",0,0,0,0,0,0
279,"If you want to disrupt a people, use your resources &amp; agencies to give them something else to focus on. Increase the cost of living; drive communities into a riot. We see you   .. the people will rise   commanders MORNING!!! ",0,0,0,0,0,0
280, Whatever you were saying was not in the best interest of Africans.,0,0,0,0,0,0
